"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@JBristolKHOU","Jason Bristol","JUST IN: Berry Center in Cypress now a flood relief location #khou11 #cypress ","","125","70","1503956916000","28 Aug 2017","/JBristolKHOU/status/902286821807325184","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@PaigeSpiranac","Paige Spiranac","Heartbreaking to see the images from #HurricaneHarvery. Praying for everyone I've included a list so you can donate $ to help ","9","27","169","1503954086000","28 Aug 2017","/PaigeSpiranac/status/902274951876493316","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@AmbMukantabana","Mathilde Mukantabana","To all our #Rwandan diaspora in #Houston, we are standing by should you need assistance during this period  #HurricaneHarvery @RCARwanda","2","63","101","1503953997000","28 Aug 2017","/AmbMukantabana/status/902274576608047104","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@2Echo68Whiskey","Ranger°","Dogs Day Inn on Barker #Cypress & 290 has 30 dogs that need to be rescued.
The dogs are on the 2nd floor.
911 isn't responding.

#Harvey","15","223","118","1503953566000","28 Aug 2017","/2Echo68Whiskey/status/902272768523120640","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TexasFFA","Texas FFA","We have reactivated the “A New Day: Texas Agricultural Education Disaster Relief Fund.” https://goo.gl/eA5t9Q   #HurricaneHarvery ","","188","237","1503951609000","28 Aug 2017","/TexasFFA/status/902264562371530752","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TXKho","A","Friends in #Cypress, pls share this & help identify this kid. He was separated from his parents due to #HurricaneHarvey  #CypressTX #HouWX","22","689","323","1503951290000","28 Aug 2017","/TXKho/status/902263222190866432","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TommyFlanagan","Tommy Flanagan","I want to help those affected by #HurricaneHarvery maybe I'll have someone auction off one of my custom #harleydavidson #motorcycles","49","130","665","1503950603000","28 Aug 2017","/TommyFlanagan/status/902260341224046593","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ktlewis14","Karyn Lewis","Some Houston librarians & Ts have created a FB group sharing read alouds. Authors, celebrities, Ts who want to share?? #HurricaneHarvery ","6","62","97","1503950158000","28 Aug 2017","/ktlewis14/status/902258475576696833","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@strwbrygrrl","t","This is illegal so report it #HurricaneHarvery #HoustonFlood2017","","54","57","1503949052000","28 Aug 2017","/strwbrygrrl/status/902253836819189760","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@christinawilkie","Christina Wilkie","Inbox: Trump campaign seeks money to ""CRUSH"" its August fundraising goal, ""make this our best month ever."" No mention of #HurricaneHarvery ","87","358","307","1503948855000","28 Aug 2017","/christinawilkie/status/902253010327396352","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@OCFA_PIO","OCFA PIO","Members of CA Task Force 5 are on the ground in Houston.Over 200 rescues have been made by crews. #HurricaneHarvery #SoCal #TaskForce5 #FEMA","3","54","115","1503947744000","28 Aug 2017","/OCFA_PIO/status/902248351210496000","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@abc13houston","ABC13 Houston","""Our #1 goal from Corpus Christi to east Houston is protecting and preserving life,"" - @GovAbbott #houstonflood #HurricaneHarvery","1","26","76","1503946737000","28 Aug 2017","/abc13houston/status/902244126292410368","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Wordsmith","Wordsmith","The images in Texas should urge us 2 have an elevated approach 2 helping and giving; dig deep. 2 my friends in Katy,TX #HurricaneHarvery","2","11","21","1503944827000","28 Aug 2017","/Wordsmith/status/902236116908216321","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@USCGSoutheast","USCGSoutheast","Florida-based @USCG crews go to #HurricaneHarvery response to help and assist those in need. #CoastGuard","8","202","335","1503943937000","28 Aug 2017","/USCGSoutheast/status/902232382392205314","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JayNovacek84","Jay Novacek","Sending prayers for South Texas! #HurricaneHarvery","6","113","740","1503942255000","28 Aug 2017","/JayNovacek84/status/902225330383007745","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@NidhiSubs","Nidhi Subbaraman","Inbox: Texas dept of health will now allow out-of-state doctors to assist hospitals in storm response efforts  #HurricaneHarvery ","2","48","61","1503940996000","28 Aug 2017","/NidhiSubs/status/902220048537964544","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Dutch_Oven45","Derek Holland","Praying for those in the Houston area and all affected by the hurricane.  #HurricaneHarvery #HelpHouston","1","15","110","1503940605000","28 Aug 2017","/Dutch_Oven45/status/902218406086283264","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HTC_NatalieG","HTC_Natalie G","I can't believe I just took this picture just last week..I cannot fathom what I'm seeing in my city. Please prayHTOWN #HurricaneHarvery ","37","74","310","1503939050000","28 Aug 2017","/HTC_NatalieG/status/902211885457694722","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@cbsmireya","Mireya Villarreal","These are the faces of #HurricaneHarvery - Babies, toddlers, families funneling into San Antonio shelters. Tired & scared. @CBSEveningNews","4","47","61","1503938224000","28 Aug 2017","/cbsmireya/status/902208421226840069","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SavvyStandard","The Savvy Standard","H-E-B sends supplies to help victims of #HurricaneHarvery

They also offer the option to add @RedCross donations to your grocery bill

","","12","35","1503937982000","28 Aug 2017","/SavvyStandard/status/902207407501307904","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@fortworthpd","Fort Worth Police","Donated food for our Officers as they head to #Houston to assist @houstonpolice .  #HurricaneHarvery ","4","34","118","1503937764000","28 Aug 2017","/fortworthpd/status/902206493432446976","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@brittanyaucion","Brittany Aucion","Businesses flooding along highway 105 in #Conroe #KHOU11 #Harvey","4","43","24","1503937273000","28 Aug 2017","/brittanyaucion/status/902204432619798530","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@mvckenziie_","kenz 👼🏼","""The pain you have been feeling cannot compare to the joy that is coming!!"" Romans 8:18 #HurricaneHarvery","","14","40","1503935353000","28 Aug 2017","/mvckenziie_/status/902196379946274816","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@MAGAGunslinger","American Gunslinger","#BREAKINGFAKENEWS

@CNN now confirms that @realDonaldTrump caused #HurricaneHarvery #TexasFlood #Harvey #Harvey2017 #Fakenews","85","250","309","1503934029000","28 Aug 2017","/MAGAGunslinger/status/902190824833904641","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@justicedems","Justice Democrats","Are you a nurse looking to help with #HurricaneHarvery? @NationalNurses is looking for nurse volunteers http://bit.ly/2w5kG0P ","1","55","70","1503933949000","28 Aug 2017","/justicedems/status/902190490090692609","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BusterUSMC","Buster Hyde USMC/Ret","SCAM ALERT!
If You Want 2Donate $ 2Help Victims of #HurricaneHarvery 
     ***DO NOT DONATE TO****
Clinton Foundation

Love,
Haitian Victims","18","253","403","1503933944000","28 Aug 2017","/BusterUSMC/status/902190469056221184","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@madisongesiotto","Madison Gesiotto","11 trillion gallons of water have fallen from the sky due to #HurricaneHarvery. Continued prayers for Houston today.","15","55","198","1503933502000","28 Aug 2017","/madisongesiotto/status/902188615295537152","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@CBS11Sports","CBS 11 Sports","Houston working out at Cowboys HQ today due to #HurricaneHarvery
Texans center #66 Nick Martin is brother of Cowboys guard Zack Martin. ","","15","25","1503932486000","28 Aug 2017","/CBS11Sports/status/902184353521917952","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@FIU","FIU","ATTN:
#HurricaneHarvery ","","22","33","1503930593000","28 Aug 2017","/FIU/status/902176413712879619","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@MsFastTwitch","Morolake Akinosun™","Even if all you can do is pray, it will help. 
#HurricaneHarvery #HarveyFlood 

#TexasForever","9","127","335","1503928306000","28 Aug 2017","/MsFastTwitch/status/902166823973654528","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@drmlb","Mary L. Brandt MD","Starting Day 3 of the #HurricaneHarvey #houstonflood ""ride out"" @TexasChildrens #Woodlands. #TakingCareOfTheKids","16","29","216","1503926963000","28 Aug 2017","/drmlb/status/902161189387599873","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@USNatArchives","US National Archives","As we return to work this morning, we're thinking of all our staff affected by #HurricaneHarvery in Texas. Stay safe, everyone! ","","9","35","1503925385000","28 Aug 2017","/USNatArchives/status/902154568527687680","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@US_FDA","U.S. FDA","Learn how to save undamaged food packages if they were exposed to flood water. #HurricaneHarvery https://go.usa.gov/xR796 ","2","112","66","1503924351000","28 Aug 2017","/US_FDA/status/902150231705444352","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@aashtospeaks","AASHTO","Keep our friends at @TxDOT in your thoughts as they respond to  #HurricaneHarvery flooding & months of cleanup & rebuilding. Stay strong! ","","29","52","1503922901000","28 Aug 2017","/aashtospeaks/status/902144152594460672","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@oh_angelbaby","Fem Zaddy  ♒️ 🏳️‍🌈","This is from a Nursing Home in Texas!! They have now been rescued. 

#HurricaneHarvery #PrayersForTexas","5","45","68","1503920756000","28 Aug 2017","/oh_angelbaby/status/902135156319936512","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ragtubers","Ragtube","For everyone complaining #Faith #prayforhouston #houstonflood #HurricaneHarvery ","8","174","312","1503917192000","28 Aug 2017","/ragtubers/status/902120205786206208","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
